event_id,timestamp,user_id,device_id,session_id,resource_id,ip_address,country,city,latitude,longitude,authentication_method,authentication_result,failure_reason,attack_label,is_attack
369,2026-05-08 23:27:40.075603,700,1091,379,19,176.180.166.97,Djibouti,East Johnfort,17.773748,-73.652358,MFA,Success,,6,True
370,2026-05-08 23:42:40.075603,653,1176,285,7,172.31.135.34,USA,Port Alicia,-42.9198145,79.844672,Password,Success,,0,False
371,2026-05-09 01:23:40.075603,240,1213,191,25,192.168.71.84,USA,Walkerburgh,-60.302829,-158.892712,SSO,Success,,0,False
372,2026-05-09 01:28:40.075603,859,1041,467,8,10.155.95.188,USA,East Jonfurt,-88.708097,-2.854285,MFA,Success,,0,False
373,2026-05-09 02:02:40.075603,902,1536,38,11,172.21.227.4,USA,Port Kristaview,21.6157415,-129.954862,SSO,Success,,0,False
374,2026-05-09 02:48:40.075603,154,1222,147,13,172.24.39.96,USA,North Alexandra,-22.496889,146.42219,Password,Failure,,0,False
375,2026-05-09 03:30:40.075603,219,1795,203,6,10.69.189.171,USA,North Robert,-68.0926555,102.538669,Password,Success,,0,False
376,2026-05-09 04:55:40.075603,902,781,243,13,172.17.188.191,USA,East Benjamin,-78.0638535,-37.561939,MFA,Success,,0,False
377,2026-05-09 05:41:40.075603,747,1356,46,5,192.168.178.118,USA,Matthewland,-20.3291705,159.259867,MFA,Success,,0,False
378,2026-05-09 06:01:40.075603,11,913,335,29,10.48.161.179,USA,Russellberg,65.7212405,41.660126,MFA,Success,,0,False
379,2026-05-09 06:53:40.075603,594,1765,312,1,172.28.52.232,USA,North Allison,79.4974465,-34.51332,MFA,Success,,0,False
380,2026-05-09 07:00:40.075603,602,1239,295,9,10.18.14.94,USA,Stevensview,64.2494695,-162.045124,MFA,Success,,0,False
381,2026-05-09 09:17:40.075603,799,959,307,25,10.118.40.86,USA,West Doris,37.623904,-126.819566,Password,Success,,0,False
382,2026-05-09 09:27:40.075603,513,655,166,13,10.124.43.35,USA,Jonathanfurt,12.343808,-109.773994,SSO,Success,,0,False
383,2026-05-09 09:56:40.075603,554,98,170,11,172.28.220.73,USA,West Michael,45.5238745,-20.955377,Password,Success,,0,False
384,2026-05-09 10:23:40.075603,173,1480,387,16,172.24.242.228,USA,Sherrybury,-23.1844995,82.534677,Password,Failure,,0,False
385,2026-05-09 11:43:40.075603,205,1528,475,3,10.146.39.67,USA,East Briantown,75.3930705,14.984415,Password,Success,,0,False
386,2026-05-09 12:47:40.075603,136,1517,485,20,192.168.139.199,USA,Williamschester,30.2066465,-75.977965,SSO,Failure,,0,False
387,2026-05-09 12:47:40.075603,964,150,402,15,172.18.31.108,USA,Tonyfurt,-47.666104,18.498324,MFA,Success,,0,False
388,2026-05-09 15:00:40.075603,712,963,391,2,172.29.43.92,USA,Josephville,22.80307,-43.098304,Password,Success,,0,False
389,2026-05-09 15:11:40.075603,148,985,422,6,192.168.226.123,USA,South Jenniferside,-68.4830515,-7.212169,Password,Success,,0,False
390,2026-05-09 15:48:40.075603,630,620,403,8,172.22.33.241,USA,Wandahaven,54.729023,-49.136425,SSO,Success,,0,False
391,2026-05-09 15:52:40.075603,945,691,441,1,192.168.253.169,USA,Carrstad,26.4549095,-173.365723,SSO,Success,,0,False
392,2026-05-09 16:23:40.075603,885,811,151,17,10.104.58.224,USA,Port Vincentville,7.0807025,26.305572,Password,Success,,0,False
393,2026-05-09 16:43:40.075603,99,424,283,27,172.22.233.53,USA,North Kenneth,-84.423536,148.683384,SSO,Success,,0,False
394,2026-05-09 17:02:40.075603,305,898,448,17,172.22.186.87,USA,Jeffreychester,54.1615065,72.732313,SSO,Success,,0,False
395,2026-05-09 17:21:40.075603,795,881,207,19,172.27.102.166,USA,West Jonathan,-43.8109715,-170.770167,SSO,Success,,0,False
396,2026-05-09 18:06:40.075603,976,331,471,23,192.168.69.175,USA,Kristenfurt,84.8073875,47.351163,SSO,Failure,,0,False
397,2026-05-09 18:10:40.075603,614,505,319,22,172.31.72.130,USA,New Kayla,86.2887415,-79.733432,MFA,Success,,0,False
398,2026-05-09 18:24:40.075603,927,949,380,26,172.25.167.164,USA,Janiceburgh,12.897388,-153.258169,MFA,Success,,0,False
399,2026-05-09 19:05:40.075603,756,1538,198,14,10.101.183.66,USA,Garzaville,21.286969,25.203471,Password,Success,,0,False
400,2026-05-09 19:47:40.075603,689,565,390,11,10.13.59.16,USA,West Lawrence,-59.08763,90.593726,Password,Success,,0,False
401,2026-05-09 20:12:40.075603,637,432,269,27,172.25.45.254,USA,Wilsonton,-73.6704645,69.456137,MFA,Success,,0,False
402,2026-05-09 20:27:40.075603,499,860,107,14,172.27.132.32,USA,Leahchester,-58.494534,-123.528601,Password,Success,,0,False
403,2026-05-09 20:33:40.075603,453,1223,394,2,10.54.97.61,USA,Woodtown,83.361209,82.869236,SSO,Success,,0,False
404,2026-05-09 21:52:40.075603,561,651,30,4,192.168.49.219,USA,Port Ronald,-4.8199975,-155.415516,SSO,Success,,0,False
405,2026-05-09 22:52:40.075603,490,139,441,27,192.168.1.214,USA,West Cody,6.2783475,-176.740554,SSO,Success,,0,False
406,2026-05-10 00:01:40.075603,936,835,24,18,172.23.196.194,USA,Burnsview,27.42731,-153.729066,MFA,Success,,0,False
407,2026-05-10 00:40:40.075603,649,1011,221,29,172.18.167.165,USA,Lake Maria,79.4629855,-129.531115,MFA,Success,,0,False
408,2026-05-10 00:47:40.075603,113,549,370,12,172.25.178.78,USA,Davidton,15.601075,79.817586,SSO,Success,,0,False
409,2026-05-10 00:48:40.075603,845,462,389,10,10.22.5.124,USA,New Ruth,-77.417021,-58.455424,MFA,Success,,0,False
410,2026-05-10 02:16:40.075603,13,608,125,1,10.104.7.127,USA,Peterland,-82.6798935,27.384708,SSO,Success,,0,False
411,2026-05-10 04:57:40.075603,919,230,43,15,10.27.161.197,USA,Alishashire,-73.4003875,20.478167,Password,Success,,0,False
412,2026-05-10 06:46:40.075603,970,507,249,8,172.18.20.25,USA,South Benjamin,-6.504207,161.604244,SSO,Success,,0,False
413,2026-05-10 07:18:40.075603,111,920,65,5,10.236.69.235,USA,Michelestad,51.9392765,139.387511,SSO,Success,,0,False
414,2026-05-10 07:35:40.075603,574,1765,218,30,192.168.222.248,USA,New Johnmouth,11.2582695,-102.485927,MFA,Success,,0,False
415,2026-05-10 08:05:40.075603,732,1753,5,6,10.167.63.34,USA,Port Anthonyland,8.150073,11.391652,Password,Success,,0,False
416,2026-05-10 08:17:40.075603,607,63,445,24,192.168.242.18,USA,North Justinshire,-24.010525,-173.234644,Password,Success,,0,False
417,2026-05-10 08:36:40.075603,734,110,49,2,192.168.210.196,USA,Snowview,14.026314,78.130741,SSO,Success,,0,False
418,2026-05-10 08:37:40.075603,212,632,93,4,172.27.205.202,USA,North Benjamin,-39.512517,-178.001908,Password,Success,,0,False
419,2026-05-10 08:47:40.075603,639,659,42,17,192.168.149.240,USA,New Saraport,73.698598,22.032364,MFA,Success,,0,False
420,2026-05-10 09:58:40.075603,266,482,180,18,10.120.43.80,USA,Jonesstad,-78.8458685,-58.471883,MFA,Success,,0,False
421,2026-05-10 10:49:40.075603,985,801,73,2,10.224.182.234,USA,New Sarah,-85.6359095,-162.620192,SSO,Success,,0,False
422,2026-05-10 12:17:40.075603,415,774,289,4,172.30.132.128,USA,Port Travis,31.738902,-37.255662,Password,Success,,0,False
423,2026-05-10 12:31:40.075603,934,1211,14,4,192.168.42.122,USA,South Lori,47.144914,-75.375679,SSO,Success,,0,False
424,2026-05-10 15:13:40.075603,104,1391,264,28,10.240.166.212,USA,Gonzalesshire,49.9397695,-71.571064,SSO,Success,,0,False
425,2026-05-10 15:32:40.075603,798,72,17,20,192.168.175.58,USA,New Cynthiatown,-64.3231335,15.948534,MFA,Success,,0,False
426,2026-05-10 16:14:40.075603,577,1762,272,17,192.168.168.252,USA,Mooreside,87.30608,124.563445,Password,Success,,0,False
427,2026-05-10 16:15:40.075603,895,309,302,10,172.26.180.175,USA,North Nicole,-25.5692155,95.299034,SSO,Success,,0,False
428,2026-05-10 16:24:40.075603,98,1508,302,26,172.18.40.36,USA,South Christina,27.603871,-103.357003,MFA,Success,,0,False
429,2026-05-10 17:18:40.075603,550,16,469,21,172.18.135.179,USA,West Jenna,-63.179351,-130.446732,SSO,Success,,0,False
430,2026-05-10 19:08:40.075603,970,598,259,3,192.168.170.207,USA,West Laura,-66.911821,15.541102,Password,Success,,0,False
431,2026-05-10 19:29:40.075603,949,202,358,18,10.171.116.59,USA,East David,-77.7376825,-94.884732,SSO,Success,,0,False
432,2026-05-10 23:19:40.075603,684,561,14,16,172.26.204.187,USA,South Selena,25.070098,53.738157,Password,Success,,0,False
433,2026-05-10 23:43:40.075603,591,1161,466,20,172.22.145.96,USA,Harrisburgh,48.2542605,151.741845,Password,Success,,0,False
434,2026-05-11 00:50:40.075603,855,1422,459,25,172.16.191.122,USA,East Andrew,-66.6527,-108.756668,Password,Success,,0,False
435,2026-05-11 02:20:40.075603,197,1570,203,26,10.167.127.70,USA,Castanedaville,-67.962828,-135.81002,Password,Success,,0,False
436,2026-05-11 02:40:40.075603,289,1738,109,23,10.218.39.231,USA,Andrewhaven,-83.4174775,-7.946525,SSO,Success,,0,False
437,2026-05-11 03:04:40.075603,520,687,142,15,192.168.181.117,USA,Lake Joshuaview,-82.597364,140.90842,SSO,Success,,0,False
438,2026-05-11 03:20:40.075603,206,463,368,20,192.168.155.111,USA,East Teresaside,10.6923195,-2.675792,Password,Success,,0,False
439,2026-05-11 05:07:40.075603,155,1214,147,4,172.23.86.163,USA,Cooperton,-53.569438,-38.108507,Password,Success,,0,False
440,2026-05-11 06:35:40.075603,130,78,436,11,10.12.240.158,USA,South Steventown,-32.007839,-136.843593,Password,Success,,0,False
441,2026-05-11 07:30:40.075603,95,1261,357,18,192.168.137.88,USA,Staceystad,-25.594505,54.390398,Password,Success,,0,False
442,2026-05-11 08:05:40.075603,177,376,446,12,10.172.192.229,USA,Jacksonton,5.424713,58.482742,Password,Success,,0,False
443,2026-05-11 09:00:40.075603,662,859,201,19,172.24.215.138,USA,Anthonytown,-82.6658595,176.955879,Password,Success,,0,False
444,2026-05-11 09:15:40.075603,278,761,400,8,192.168.153.208,USA,South Alanborough,-40.9430725,110.931408,SSO,Success,,0,False
445,2026-05-11 11:05:40.075603,94,1170,380,20,192.168.67.152,USA,Lake Andrewburgh,70.582104,-131.864775,MFA,Success,,0,False
446,2026-05-11 12:59:40.075603,67,127,33,16,172.29.190.87,USA,Tylerborough,-57.654502,121.323023,MFA,Success,,0,False
447,2026-05-11 13:14:40.075603,469,756,371,28,10.141.233.185,USA,Russellbury,-30.8267305,151.953674,Password,Success,,0,False
448,2026-05-11 14:17:40.075603,928,874,105,24,10.72.193.251,USA,Doughertyview,-22.9519795,-61.72088,Password,Success,,0,False
449,2026-05-11 14:35:40.075603,89,1169,96,22,10.158.115.72,USA,Lake Veronicaville,-27.301261,-126.457935,Password,Success,,0,False
450,2026-05-11 15:13:40.075603,150,701,83,17,192.168.68.132,USA,Lake Miguelburgh,-49.4905735,138.111673,SSO,Success,,0,False
451,2026-05-11 15:34:40.075603,639,986,486,30,192.168.145.116,USA,Smithton,-89.680398,-104.687504,SSO,Success,,0,False
452,2026-05-11 15:42:40.075603,352,668,115,20,36.131.241.41,Cote d'Ivoire,South Amandachester,45.1459255,-112.383346,MFA,Success,,7,True
453,2026-05-11 16:59:40.075603,627,519,273,7,10.170.196.187,USA,Diazmouth,-41.6028625,-72.472915,Password,Success,,0,False
454,2026-05-11 17:14:40.075603,607,874,68,1,10.118.97.71,USA,Lake Caitlynshire,11.4483255,168.320849,SSO,Failure,,0,False
455,2026-05-11 17:35:40.075603,166,1670,287,20,172.29.34.252,USA,South Robin,46.1280695,-141.865742,MFA,Success,,0,False
456,2026-05-11 18:05:40.075603,891,1328,479,27,172.20.149.109,USA,Richfurt,84.940032,-71.059114,SSO,Failure,,0,False
457,2026-05-11 19:36:40.075603,28,1514,50,21,172.31.227.218,USA,Lake Timothyfurt,-46.356348,138.090572,SSO,Failure,,0,False
458,2026-05-11 20:58:40.075603,776,1521,414,21,172.17.92.224,USA,Port William,-25.5797335,73.154386,SSO,Success,,0,False
459,2026-05-11 22:28:40.075603,948,1378,253,4,172.18.236.32,USA,Vargasborough,68.627802,-7.642666,Password,Success,,0,False
460,2026-05-12 00:30:40.075603,549,423,400,21,192.168.88.194,USA,Jocelynside,-82.4937105,-154.655643,Password,Success,,0,False
461,2026-05-12 00:42:40.075603,534,137,119,28,128.166.114.202,Tajikistan,Saraport,46.377444,-133.003201,Password,Success,,5,True
462,2026-05-12 02:07:40.075603,465,389,67,28,10.6.39.199,USA,South Zacharymouth,12.3901895,-28.692472,Password,Success,,0,False
463,2026-05-12 03:54:40.075603,724,5,32,1,192.168.204.191,USA,Kelleyberg,74.8489245,-171.505247,MFA,Success,,0,False
464,2026-05-12 04:14:40.075603,102,1326,408,20,172.30.35.55,USA,South Crystalfort,79.815246,49.554194,SSO,Success,,0,False
465,2026-05-12 04:19:40.075603,372,625,474,7,172.18.212.51,USA,Turnerton,7.4877285,99.690951,SSO,Success,,0,False
466,2026-05-12 04:31:40.075603,190,1329,471,19,10.32.104.242,USA,Nguyentown,19.001067,78.92129,SSO,Success,,0,False
467,2026-05-12 04:32:40.075603,807,828,107,7,10.75.48.250,USA,Javierchester,88.634293,-106.209545,MFA,Success,,0,False
468,2026-05-12 06:41:40.075603,756,1684,443,22,10.51.110.85,USA,Johnland,76.744029,-111.583502,SSO,Success,,0,False
469,2026-05-12 08:45:40.075603,938,383,39,1,10.170.39.66,USA,Kayleefurt,51.7546725,36.265907,Password,Success,,0,False
470,2026-05-12 08:54:40.075603,884,1782,120,29,10.38.123.120,USA,Johnsonland,76.814407,-4.964773,Password,Success,,0,False
471,2026-05-12 09:45:40.075603,524,1519,359,18,172.26.176.147,USA,Douglasville,12.9056515,131.46986,Password,Success,,0,False
472,2026-05-12 10:11:40.075603,186,1197,343,10,192.168.11.116,USA,Greerland,88.859549,122.030981,Password,Success,,0,False
473,2026-05-12 10:47:40.075603,208,707,469,13,10.141.97.221,USA,Fisherberg,41.690132,91.42279,Password,Success,,0,False
474,2026-05-12 12:05:40.075603,826,1690,197,7,10.225.67.203,USA,Stevensfurt,66.91722,-128.485194,SSO,Success,,0,False
475,2026-05-12 13:13:40.075603,847,1275,371,10,192.168.36.135,USA,Hodgesbury,48.8621455,167.261544,SSO,Success,,0,False
476,2026-05-12 13:19:40.075603,530,1776,264,30,172.19.133.122,USA,Sanchezberg,11.9007965,-62.862666,Password,Success,,0,False
477,2026-05-12 13:23:40.075603,307,1429,94,2,172.17.38.240,USA,Ericbury,-68.728514,179.622357,Password,Success,,0,False
478,2026-05-12 18:57:40.075603,117,1442,101,1,172.26.208.116,USA,South Justinchester,71.1453345,-69.057453,Password,Success,,0,False
479,2026-05-12 19:03:40.075603,275,271,464,7,192.168.20.72,USA,East Jessicachester,58.639889,-61.508723,SSO,Success,,0,False
480,2026-05-12 19:18:40.075603,728,226,366,8,192.168.221.171,USA,Greenfort,-76.951506,-119.640345,Password,Success,,0,False
481,2026-05-12 19:57:40.075603,967,1318,76,16,192.168.19.244,USA,West Donnaburgh,-41.2698185,-117.569587,Password,Success,,0,False
482,2026-05-12 20:06:40.075603,787,448,131,29,10.183.142.193,USA,South Larry,-30.3350705,4.920251,MFA,Success,,0,False
483,2026-05-12 23:25:40.075603,500,582,346,29,192.168.4.167,USA,Riveramouth,-67.423584,-3.769075,SSO,Success,,0,False
484,2026-05-12 23:41:40.075603,173,1299,13,13,172.20.250.56,USA,West Zoe,68.660191,139.704199,SSO,Success,,0,False
485,2026-05-13 00:02:40.075603,865,1139,456,7,10.134.96.149,USA,Dakotaburgh,-29.3523365,90.877315,SSO,Success,,0,False
486,2026-05-13 00:04:40.075603,468,785,316,17,172.25.152.148,USA,Jacksonchester,-39.3454385,136.207509,Password,Success,,0,False
487,2026-05-13 00:15:40.075603,725,882,451,9,172.17.76.72,USA,Port Susanfort,-29.941678,-179.474844,MFA,Success,,0,False
488,2026-05-13 00:44:40.075603,565,438,315,10,172.26.12.105,USA,Austinchester,-20.159078,103.969733,SSO,Success,,0,False
489,2026-05-13 01:56:40.075603,747,263,34,10,10.155.47.230,USA,Shannonview,32.943043,-177.988946,Password,Success,,0,False
490,2026-05-13 02:32:40.075603,851,565,170,24,10.74.22.21,USA,Port Kevin,-54.635071,-81.394461,Password,Success,,0,False
491,2026-05-13 02:54:40.075603,886,326,393,25,192.168.70.71,USA,Rogersfort,1.9149905,106.012133,SSO,Success,,0,False
492,2026-05-13 03:01:40.075603,476,963,338,29,194.77.131.90,Gibraltar,Ryanton,16.056923,43.443752,MFA,Success,,5,True
493,2026-05-13 03:49:40.075603,241,1115,206,15,10.113.197.85,USA,Deniseport,61.1861355,50.445376,MFA,Success,,0,False
494,2026-05-13 04:07:40.075603,817,18,453,23,10.60.141.217,USA,Sierrastad,-37.437195,149.788419,Password,Success,,0,False
495,2026-05-13 04:44:40.075603,277,501,454,17,192.168.95.50,USA,Hendersonport,-85.3428915,-10.59267,Password,Success,,0,False
496,2026-05-13 05:38:40.075603,436,309,146,10,10.233.154.148,USA,Stephensstad,86.7919515,19.325285,MFA,Success,,0,False
497,2026-05-13 05:39:40.075603,44,884,194,3,172.29.7.208,USA,Lake Paulmouth,47.4789315,8.331073,MFA,Success,,0,False
498,2026-05-13 06:53:40.075603,230,1289,179,11,192.168.30.136,USA,East Sherry,-50.479579,78.849806,SSO,Success,,0,False
499,2026-05-13 07:41:40.075603,406,915,39,23,172.30.127.95,USA,Nealfort,42.8267065,113.912651,Password,Success,,0,False
500,2026-05-13 09:36:40.075603,239,256,75,2,192.168.19.179,USA,Wayneland,86.515288,-23.36666,Password,Success,,0,False
501,2026-05-13 09:41:40.075603,358,1089,441,17,10.175.98.41,USA,Andersonton,-39.0312295,144.753965,SSO,Success,,0,False
502,2026-05-13 09:55:40.075603,459,41,497,16,192.168.121.61,USA,Glasston,-35.7773265,-170.692258,SSO,Success,,0,False
503,2026-05-13 10:48:40.075603,449,643,402,26,172.26.15.183,USA,West Tammy,28.9159045,-101.821447,SSO,Success,,0,False
504,2026-05-13 11:39:40.075603,431,1314,321,12,10.75.239.22,USA,Allenville,33.5111335,-81.029633,MFA,Success,,0,False
505,2026-05-13 13:11:40.075603,182,765,41,16,10.163.154.123,USA,Port Connorburgh,18.918701,126.635052,MFA,Success,,0,False
506,2026-05-13 14:27:40.075603,223,195,9,13,10.223.176.136,USA,East Jillian,48.348443,179.559361,MFA,Success,,0,False
507,2026-05-13 15:35:40.075603,676,883,273,2,172.22.91.61,USA,Port Oscar,-56.5397035,-130.150564,SSO,Success,,0,False
508,2026-05-13 16:34:40.075603,803,153,50,18,172.23.119.102,USA,Jaredshire,19.4470765,-111.666099,SSO,Success,,0,False
509,2026-05-13 17:39:40.075603,136,897,334,13,192.168.85.100,USA,Scottville,-43.3459635,47.802355,SSO,Success,,0,False
510,2026-05-13 17:58:40.075603,297,29,136,27,172.21.119.70,USA,East Mindyfurt,-75.1280945,78.386015,SSO,Success,,0,False
511,2026-05-13 18:16:40.075603,326,1211,321,1,192.168.196.174,USA,New Marc,52.065589,83.571662,Password,Success,,0,False
512,2026-05-13 18:22:40.075603,914,454,365,11,192.168.233.215,USA,New Brittanyview,-26.858831,50.833592,Password,Success,,0,False
513,2026-05-13 18:23:40.075603,910,906,152,27,172.19.171.218,USA,Saundersberg,60.3921335,-163.82093,Password,Success,,0,False
514,2026-05-13 18:52:40.075603,438,166,383,29,10.135.213.176,USA,Lake Bryanland,26.5440345,85.012261,Password,Success,,0,False
515,2026-05-13 19:20:40.075603,980,1716,475,1,192.168.220.159,USA,Jefferymouth,70.4692975,-154.93305,MFA,Success,,0,False
516,2026-05-13 19:57:40.075603,487,287,240,19,10.52.90.136,USA,Lake Jimmy,6.721838,11.706421,MFA,Success,,0,False
517,2026-05-13 20:03:40.075603,986,952,226,3,192.168.164.255,USA,Robinsonmouth,26.8095475,79.870424,Password,Success,,0,False
518,2026-05-13 20:27:40.075603,911,749,342,2,172.29.176.47,USA,Jacobsborough,-88.845603,-71.340673,MFA,Success,,0,False
519,2026-05-13 20:42:40.075603,678,1173,360,25,192.168.67.21,USA,West Christophermouth,55.377691,-85.063263,Password,Success,,0,False
520,2026-05-13 21:26:40.075603,752,1018,145,5,172.31.46.88,USA,Port Matthew,-64.266891,-12.92825,Password,Success,,0,False
521,2026-05-13 22:42:40.075603,542,1327,33,13,10.141.217.55,USA,Johnsonside,37.418108,-98.919954,MFA,Success,,0,False
522,2026-05-13 23:49:40.075603,192,1738,165,25,172.30.212.160,USA,East Williamchester,31.591365,-125.418242,Password,Success,,0,False
523,2026-05-14 00:12:40.075603,32,1050,345,24,10.51.45.185,USA,Port Jason,-28.4875495,105.086914,SSO,Success,,0,False
524,2026-05-14 00:26:40.075603,652,1272,256,6,192.168.8.156,USA,Alexanderport,14.887925,-92.859256,SSO,Success,,0,False
525,2026-05-14 01:54:40.075603,266,1425,168,13,192.168.247.80,USA,East Nicholasside,-27.9037365,-178.394804,MFA,Success,,0,False
526,2026-05-14 04:41:40.075603,857,129,65,7,172.24.146.198,USA,North Peter,-15.2334435,-54.127481,SSO,Success,,0,False
527,2026-05-14 05:28:40.075603,995,867,380,29,192.168.136.149,USA,West Melanie,-7.9705035,-173.656708,MFA,Success,,0,False
528,2026-05-14 06:18:40.075603,765,519,354,5,172.31.52.171,USA,Port Christina,23.561985,136.896464,SSO,Success,,0,False
529,2026-05-14 08:40:40.075603,809,349,460,13,192.168.124.35,USA,Joshuamouth,-13.472035,-58.444397,MFA,Success,,0,False
530,2026-05-14 08:45:40.075603,801,1038,413,20,192.168.1.228,USA,Port Catherine,82.171231,99.172723,Password,Success,,0,False
531,2026-05-14 09:03:40.075603,254,423,89,1,10.31.153.75,USA,Erikachester,-80.5066055,-164.306318,Password,Success,,0,False
532,2026-05-14 10:42:40.075603,811,1577,142,23,10.5.242.111,USA,New Matthew,13.598694,-103.581959,Password,Success,,0,False
533,2026-05-14 10:59:40.075603,188,36,157,23,172.20.204.236,USA,Lake Kelly,-19.2963675,4.364303,Password,Failure,,0,False
534,2026-05-14 11:09:40.075603,268,1064,477,14,172.30.64.14,USA,Vegaberg,38.3751745,-143.70871,Password,Success,,0,False
535,2026-05-14 11:13:40.075603,192,223,376,10,10.250.107.44,USA,East Karlstad,-31.4377545,-125.439213,SSO,Success,,0,False
536,2026-05-14 11:21:40.075603,318,1038,85,1,10.93.163.26,USA,Port Trevorchester,-19.6327675,106.760128,Password,Success,,0,False
537,2026-05-14 11:29:40.075603,822,1246,411,17,10.22.226.97,USA,Ericahaven,82.474974,-167.615445,MFA,Success,,0,False
538,2026-05-14 11:30:40.075603,158,1461,230,10,172.17.93.221,USA,Scottton,5.9593405,-111.829008,SSO,Success,,0,False
539,2026-05-14 13:14:40.075603,344,1348,370,15,10.45.41.128,USA,Kellyville,-2.2839285,-4.031889,Password,Success,,0,False
540,2026-05-14 13:39:40.075603,210,1483,55,8,192.168.170.187,USA,Port Cherylborough,-89.5882775,-22.18901,SSO,Success,,0,False
541,2026-05-14 13:48:40.075603,971,1790,374,22,172.21.93.223,USA,Keithland,51.1507885,-62.726652,SSO,Success,,0,False
542,2026-05-14 14:14:40.075603,604,1651,326,20,10.84.202.9,USA,Wilsonmouth,2.002798,151.141093,MFA,Success,,0,False
543,2026-05-14 14:44:40.075603,857,1179,151,30,184.237.244.218,Wallis and Futuna,Port Teresa,-24.9143175,30.044446,Password,Success,,5,True
544,2026-05-14 14:58:40.075603,7,1001,427,27,172.28.99.39,USA,Jasminestad,-19.2518655,51.560317,Password,Success,,0,False
545,2026-05-14 15:31:40.075603,618,1460,40,3,172.24.214.127,USA,East Micheal,67.9746195,-116.29305,Password,Success,,0,False
546,2026-05-14 17:31:40.075603,10,585,424,18,172.16.144.156,USA,Toddport,40.9425815,14.414577,MFA,Success,,0,False
547,2026-05-14 20:23:40.075603,528,1665,315,24,95.236.82.210,Puerto Rico,North Heather,-7.709519,-50.16671,MFA,Success,,7,True
548,2026-05-14 20:45:40.075603,724,1243,233,10,192.168.132.115,USA,New Ambertown,17.5633285,67.886755,Password,Success,,0,False
549,2026-05-14 21:12:40.075603,505,444,69,13,192.168.211.198,USA,Timothychester,47.8939875,46.184263,SSO,Success,,0,False
550,2026-05-14 23:23:40.075603,694,1442,133,9,10.213.161.38,USA,Sloanshire,-28.0061115,-10.78927,SSO,Success,,0,False
551,2026-05-15 00:04:40.075603,762,1489,252,22,172.31.244.254,USA,Port Brianaview,80.201474,-151.907021,SSO,Success,,0,False
552,2026-05-15 00:13:40.075603,370,492,224,12,172.20.26.205,USA,Delgadofurt,-36.737161,-179.411209,SSO,Success,,0,False
553,2026-05-15 00:19:40.075603,223,692,283,29,172.21.72.42,USA,Powellland,88.5518045,64.827884,Password,Success,,0,False
554,2026-05-15 02:42:40.075603,926,261,291,24,172.26.121.75,USA,Brownburgh,-55.802732,-45.883364,SSO,Success,,0,False
555,2026-05-15 03:19:40.075603,131,1062,19,16,192.168.174.44,USA,Martinland,-1.9852025,-79.818925,MFA,Success,,0,False
556,2026-05-15 03:20:40.075603,552,1269,91,5,172.20.156.29,USA,South Sean,24.8521235,152.684678,Password,Success,,0,False
557,2026-05-15 05:30:40.075603,586,499,385,23,172.18.150.23,USA,West Clayton,37.9461275,177.320988,MFA,Success,,0,False
558,2026-05-15 06:57:40.075603,151,616,69,24,10.189.237.8,USA,West Lisa,-18.0460775,-135.354982,SSO,Success,,0,False
559,2026-05-15 07:43:40.075603,694,1221,451,25,10.41.16.139,USA,Lake Kelliton,-67.6757835,-4.60269,SSO,Success,,0,False
560,2026-05-15 08:11:40.075603,119,1235,47,21,10.73.34.38,USA,Lake Jane,22.413523,56.606102,MFA,Success,,0,False
561,2026-05-15 08:51:40.075603,448,185,371,8,172.21.73.201,USA,Castilloport,89.0529755,-46.577674,Password,Success,,0,False
562,2026-05-15 10:32:40.075603,649,1297,218,18,172.18.57.7,USA,Murphymouth,-63.133162,94.661579,SSO,Success,,0,False
563,2026-05-15 10:59:40.075603,107,971,13,27,192.168.120.45,USA,Morseberg,11.583719,145.946002,SSO,Success,,0,False
564,2026-05-15 12:17:40.075603,41,1353,291,2,192.168.18.125,USA,North Joshua,-49.931257,-62.415867,Password,Success,,0,False
565,2026-05-15 14:24:40.075603,507,1445,377,27,172.29.253.153,USA,New Morganmouth,54.6355445,84.145574,MFA,Success,,0,False
566,2026-05-15 14:57:40.075603,436,1017,390,28,192.168.143.113,USA,Sandraville,49.793645,-127.625164,Password,Success,,0,False
567,2026-05-15 15:29:40.075603,512,1475,199,24,10.78.238.143,USA,Mitchellside,75.02784,83.739688,MFA,Success,,0,False
568,2026-05-15 15:39:40.075603,230,308,143,20,10.211.39.204,USA,Bennettstad,-83.5908755,-11.129844,SSO,Success,,0,False
569,2026-05-15 17:12:40.075603,432,644,128,14,172.16.99.65,USA,Littlefort,70.088636,80.270148,SSO,Success,,0,False
570,2026-05-15 17:52:40.075603,351,1433,496,17,192.168.72.147,USA,Mariefurt,57.6736255,-166.328441,SSO,Success,,0,False
571,2026-05-15 18:24:40.075603,371,31,19,14,10.1.35.211,USA,Larryton,44.842661,13.895483,Password,Success,,0,False
572,2026-05-15 18:46:40.075603,52,568,480,23,172.24.158.7,USA,North David,-60.405786,-18.315002,SSO,Success,,0,False
573,2026-05-15 18:54:40.075603,247,841,309,28,10.48.71.47,USA,Lake Alan,-86.656268,154.303426,SSO,Success,,0,False
574,2026-05-15 19:05:40.075603,964,1293,351,19,192.168.37.195,USA,Garnerton,-6.579746,0.166812,SSO,Success,,0,False
